#NN 	 Count 	 V 	 A 	 C 	 G 	 T 	 B 	 L 	 L1 	 P 	 F 	 P1 	 F1 
1 	 6683 	 6547.869192320634 	 1993.9765263221168 	 184.00621980636458 	 0.0 	 9.851473835148136 	 10.836462639254476 	 14.64274972091837 	 14.64274972091837 	 0.047611747325552574 	 0.1493879413483594 	 0.047611747325552574 	 0.1493879413483594	 2.5 	 9 	 2
14 	 3631 	 3579.5373585256657 	 1174.9364966865396 	 125.06634495813407 	 0.0 	 9.139738280205915 	 9.394505748767578 	 9.952463507261589 	 9.952463507261589 	 0.013745770702241778 	 0.028839543347086896 	 0.013745770702241778 	 0.028839543347086896	 3.75 	 12 	 2
41 	 3040 	 3004.751159098209 	 1048.3475637454883 	 117.29924911340892 	 0.0 	 8.598535246353713 	 8.937376595922707 	 9.334377658683326 	 9.334377658683326 	 0.01932271059621203 	 0.021727583308567174 	 0.01932271059621203 	 0.021727583308567174	 2.5 	 5 	 0
44 	 1858 	 1831.5331490690148 	 727.6997588256319 	 95.87662067640471 	 0.0 	 7.5506407423774276 	 7.589960448039855 	 7.629619053798214 	 7.629619053798214 	 0.002596971227755017 	 0.0026057622520759952 	 0.002596971227755017 	 0.0026057622520759952	 2.5 	 4 	 1
45 	 11849 	 11735.415757865312 	 2725.412267667983 	 197.38251176509144 	 0.0 	 12.91776942932762 	 13.807769712199967 	 15.707201213654246 	 15.707201213654246 	 0.03330149031453648 	 0.06435484914506336 	 0.03330149031453648 	 0.06435484914506336	 3.75 	 31 	 3
50 	 4218 	 4205.308346174743 	 1297.7767528737445 	 129.90908231052356 	 0.0 	 9.721182792485713 	 9.989884693139853 	 10.337836301125863 	 10.337836301125863 	 0.01363203189528383 	 0.017117098767941787 	 0.01363203189528383 	 0.017117098767941787	 2.7 	 11 	 1
69 	 9677 	 9624.529049551855 	 2762.9336035109786 	 229.18097673956356 	 0.0 	 10.450336957777289 	 12.05568473796461 	 18.237642655365114 	 18.237642655365114 	 0.07132970019712769 	 0.20406995366120484 	 0.07132970019712769 	 0.20406995366120484	 4.15 	 27 	 5
89 	 7845 	 7719.561625011845 	 2475.244565153637 	 229.298830657109 	 0.0 	 9.35611987642041 	 10.79484163988211 	 18.247021172135163 	 18.247021172135163 	 0.07139717686909115 	 0.25660129243394836 	 0.07139717686909115 	 0.25660129243394836	 2.95 	 28 	 6
90 	 7117 	 7051.22297972803 	 2028.7602331244268 	 172.4739617427804 	 0.0 	 10.426894511139949 	 11.762704425784715 	 13.725041783002975 	 13.725041783002975 	 0.06019982237812817 	 0.07699140367859138 	 0.06019982237812817 	 0.07699140367859138	 4.2 	 29 	 5
92 	 8952 	 8618.798494593884 	 2633.022205781145 	 217.62337887180115 	 0.0 	 9.8200445962858 	 12.098985961118732 	 17.317918239903747 	 17.317918239903747 	 0.10397090139842319 	 0.17741269588128905 	 0.10397090139842319 	 0.17741269588128905	 3.95 	 22 	 3
93 	 10756 	 10462.496639530389 	 2979.083955473158 	 235.19817322557373 	 0.0 	 10.535953463455177 	 12.666271657713853 	 18.716475937516964 	 18.716475937516964 	 0.09181525406005289 	 0.1927875901064364 	 0.09181525406005289 	 0.1927875901064364	 2.5 	 13 	 1
117 	 6930 	 6861.60311648652 	 2535.6141076047147 	 266.2703941023761 	 0.0 	 8.11827371038929 	 9.522703852046794 	 21.189124710210105 	 21.189124710210105 	 0.07961180930517334 	 0.3798673476740061 	 0.07961180930517334 	 0.3798673476740061	 3.95 	 23 	 4
129 	 22806 	 22760.816706313417 	 4616.318683678436 	 285.11535749635294 	 0.0 	 14.79153732612986 	 16.191055873717662 	 22.688759248478725 	 22.688759248478725 	 0.04517112362288283 	 0.16712279506317765 	 0.04517112362288283 	 0.16712279506317765	 4.2 	 57 	 9
135 	 4315 	 4124.668433829886 	 1470.118608540325 	 144.2749005414903 	 0.0 	 8.417011545602948 	 10.189704536428021 	 11.481031792634875 	 11.481031792634875 	 0.09527167411002806 	 0.059588526970126 	 0.09527167411002806 	 0.059588526970126	 2.5 	 8 	 1
171 	 4057 	 4029.8604439191813 	 1271.598535392259 	 129.09845534312862 	 0.0 	 9.507388531261705 	 9.849835398979009 	 10.273328656693614 	 10.273328656693614 	 0.01769090800165397 	 0.021045063119446417 	 0.01769090800165397 	 0.021045063119446417	 4.15 	 13 	 3
204 	 66842 	 66265.56209479453 	 11535.10810406158 	 536.1259586937803 	 0.0 	 17.23405489493298 	 21.515667945207824 	 42.663548222998216 	 42.663548222998216 	 0.1104940303170252 	 0.3295129099483598 	 0.1104940303170252 	 0.3295129099483598	 2.95 	 157 	 23
207 	 16888 	 16821.06318712049 	 3744.2151197050034 	 250.04275141394734 	 0.0 	 13.477641627956816 	 14.974299788864633 	 19.89776993591386 	 19.89776993591386 	 0.05260302413047139 	 0.14118663405719323 	 0.05260302413047139 	 0.14118663405719323	 2.6 	 40 	 4
230 	 3592 	 3559.0741950346464 	 1175.2513211520727 	 125.75293745241927 	 0.0 	 9.085054739302311 	 9.345716648541499 	 10.007100801939233 	 10.007100801939233 	 0.014142756358592226 	 0.03417508355514946 	 0.014142756358592226 	 0.03417508355514946	 3.6 	 14 	 3
271 	 2550 	 2542.7560427366175 	 932.9495702238654 	 110.80315424538779 	 0.0 	 8.176506396138235 	 8.419882778406551 	 8.817434854163597 	 8.817434854163597 	 0.01466441764583359 	 0.023063453620293335 	 0.01466441764583359 	 0.023063453620293335	 4.05 	 10 	 1
