#NN 	 Count 	 V 	 A 	 C 	 G 	 T 	 B 	 L 	 L1 	 P 	 F 	 P1 	 F1 	 Ngal 	 Ngroup 
27 	 40975 	 40899.09079018043 	 7994.092316709837 	 462.1028437557055 	 0.0 	 15.348493300993093 	 17.299379185244703 	 36.772975900271156 	 36.772975900271156 	 0.05975537563968298 	 0.3601396070918088 	 0.05975537563968298 	 0.3601396070918088 	 131 	 23
28 	 907 	 897.2042656487162 	 451.50587277344397 	 75.46531193870187 	 0.0 	 5.961412595615877 	 5.982959073172428 	 6.005338713508113 	 6.005338713508113 	 0.001803902135166668 	 0.0018667904930214103 	 0.001803902135166668 	 0.0018667904930214103 	 11 	 1
29 	 530 	 511.80275193564466 	 325.0382479738266 	 65.74683502048066 	 0.0 	 4.723777172003989 	 4.943785474579493 	 5.231966893078416 	 5.231966893078416 	 0.022757370251255123 	 0.028320404043524438 	 0.022757370251255123 	 0.028320404043524438 	 3 	 0
30 	 968 	 949.2721732265375 	 475.44502609704 	 78.05719717331533 	 0.0 	 5.9897913814716475 	 6.09098255272194 	 6.211594387015928 	 6.211594387015928 	 0.008376215944566211 	 0.009803786221763536 	 0.008376215944566211 	 0.009803786221763536 	 7 	 1
31 	 1403 	 1385.5785817339477 	 636.8458403850674 	 92.42940607157885 	 0.0 	 6.527067433915376 	 6.890078249468394 	 7.355298431669909 	 7.355298431669909 	 0.027055740775221847 	 0.03265762588205147 	 0.027055740775221847 	 0.03265762588205147 	 6 	 3
32 	 14186 	 14123.09768825733 	 3753.8823959317488 	 284.016994834685 	 0.0 	 11.286792870945957 	 13.21710483598608 	 22.601354325022715 	 22.601354325022715 	 0.07877571103694438 	 0.2619947845007283 	 0.07877571103694438 	 0.2619947845007283 	 50 	 8
33 	 11968 	 11926.377376940272 	 3136.009905648414 	 245.87707234673078 	 0.0 	 11.409125993632017 	 12.754381186164757 	 19.566275728472885 	 19.566275728472885 	 0.05567301064878174 	 0.21075978004714077 	 0.05567301064878174 	 0.21075978004714077 	 83 	 15
34 	 16767 	 16734.14500024174 	 3621.916355634167 	 239.24922785592838 	 0.0 	 13.860738369242434 	 15.138675213678098 	 19.03884862209509 	 19.03884862209509 	 0.04406767884397212 	 0.11411515436746562 	 0.04406767884397212 	 0.11411515436746562 	 56 	 10
35 	 387 	 372.97216421827073 	 256.9101368569234 	 57.62971716964525 	 0.0 	 4.355283549118778 	 4.4579454745657365 	 4.5860271782684565 	 4.5860271782684565 	 0.011648616548040076 	 0.014162106479013054 	 0.011648616548040076 	 0.014162106479013054 	 4 	 1
36 	 12990 	 12949.669691908528 	 3539.8476782652924 	 271.17916101193146 	 0.0 	 10.974768579523625 	 13.053538719774801 	 21.579751969280938 	 21.579751969280938 	 0.08651338250164096 	 0.24618547876539074 	 0.08651338250164096 	 0.24618547876539074 	 44 	 8
38 	 223 	 208.35210198583985 	 177.13453792289974 	 48.2396271934049 	 0.0 	 3.528709382636513 	 3.6719715352011835 	 3.838787560370302 	 3.838787560370302 	 0.019895639620661196 	 0.022210275026325523 	 0.019895639620661196 	 0.022210275026325523 	 1 	 0
39 	 702 	 685.1938771412874 	 381.3909191421659 	 69.74013268680531 	 0.0 	 5.389697363658601 	 5.468743812905367 	 5.5497434244948645 	 5.5497434244948645 	 0.007279723485298589 	 0.007351246123384272 	 0.007279723485298589 	 0.007351246123384272 	 6 	 1
40 	 27459 	 27421.862971082985 	 5144.158344450421 	 298.0253819312478 	 0.0 	 15.992040564225253 	 17.26080614716615 	 23.71610635060406 	 23.71610635060406 	 0.03815509673360559 	 0.15753505596082137 	 0.03815509673360559 	 0.15753505596082137 	 135 	 28
41 	 775 	 758.3439066684048 	 425.6905488328705 	 75.56316106575531 	 0.0 	 5.344332229697704 	 5.633572534934492 	 6.013125299632004 	 6.013125299632004 	 0.026347496306275246 	 0.0325888736952571 	 0.026347496306275246 	 0.0325888736952571 	 6 	 1
43 	 5740 	 5727.955546015907 	 1575.8890592844082 	 142.09535049793922 	 0.0 	 10.904236270191955 	 11.09036329311326 	 11.30758871106122 	 11.30758871106122 	 0.008462396525364827 	 0.009698450014870727 	 0.008462396525364827 	 0.009698450014870727 	 15 	 3
45 	 10187 	 10137.85258120487 	 2938.253824430224 	 244.80615931793795 	 0.0 	 10.350895314332588 	 12.002368864478672 	 19.48105517739594 	 19.48105517739594 	 0.07388064387086349 	 0.2375436135208871 	 0.07388064387086349 	 0.2375436135208871 	 29 	 5
46 	 5292 	 5264.091168163487 	 1579.0601260068127 	 151.27524555488355 	 0.0 	 10.00105901250674 	 10.438324659231311 	 12.038101548749992 	 12.038101548749992 	 0.02139328923744344 	 0.07117576765609676 	 0.02139328923744344 	 0.07117576765609676 	 26 	 4
47 	 1698 	 1675.113546568433 	 722.6257317142437 	 99.36535773736702 	 0.0 	 6.9542785693279585 	 7.27241111156887 	 7.907243927998235 	 7.907243927998235 	 0.02236167016899862 	 0.04182129401324455 	 0.02236167016899862 	 0.04182129401324455 	 21 	 6
48 	 2177 	 2156.1590707039286 	 853.9487777704567 	 107.49708333448905 	 0.0 	 7.574783617584294 	 7.943925093421379 	 8.554346090322667 	 8.554346090322667 	 0.02378686801275513 	 0.036999088577398566 	 0.02378686801275513 	 0.036999088577398566 	 29 	 4
49 	 4871 	 4837.932662425063 	 1442.8033908397454 	 137.73092686980945 	 0.0 	 10.059442665176867 	 10.475522263809053 	 10.960278913979261 	 10.960278913979261 	 0.020262006780682275 	 0.02261434719186102 	 0.020262006780682275 	 0.02261434719186102 	 14 	 2
50 	 3676 	 3655.000729413169 	 1176.9769527342557 	 123.20901284155705 	 0.0 	 9.316242057898007 	 9.552685518613897 	 9.804661713603307 	 9.804661713603307 	 0.012530837259146372 	 0.013017082969407933 	 0.012530837259146372 	 0.013017082969407933 	 28 	 6
51 	 2721 	 2703.2384775978458 	 986.5339421077321 	 115.01722730549727 	 0.0 	 8.220411976365568 	 8.577271120328776 	 9.152780133197005 	 9.152780133197005 	 0.021244545566729663 	 0.03245952336171529 	 0.021244545566729663 	 0.03245952336171529 	 13 	 3
52 	 480 	 462.93417616734763 	 291.875180813966 	 60.8144576435878 	 0.0 	 4.758207000091698 	 4.799437372681082 	 4.839460772714848 	 4.839460772714848 	 0.00431386343551748 	 0.004152279589434616 	 0.00431386343551748 	 0.004152279589434616 	 11 	 3
54 	 16250 	 16212.712835561426 	 3336.855387353872 	 215.23781919061472 	 0.0 	 14.57604027163261 	 15.503109072103873 	 17.128081432252973 	 17.128081432252973 	 0.03082097800961617 	 0.04979813286101642 	 0.03082097800961617 	 0.04979813286101642 	 68 	 13
55 	 12216 	 12173.13965017587 	 2832.6186096123274 	 203.24229475849782 	 0.0 	 12.892458881192502 	 13.93715128525871 	 16.17350792807747 	 16.17350792807747 	 0.038938038890051846 	 0.07427126144844634 	 0.038938038890051846 	 0.07427126144844634 	 102 	 21
56 	 1923 	 1885.4919408130463 	 815.0478687937186 	 111.59708292126987 	 0.0 	 6.940053509753723 	 7.303487219004847 	 8.880613690778116 	 8.880613690778116 	 0.02551568575342573 	 0.09744912495076745 	 0.02551568575342573 	 0.09744912495076745 	 37 	 6
58 	 5711 	 5688.822772884812 	 1583.8194530105427 	 143.52208040551815 	 0.0 	 10.775513765924702 	 11.035371341716196 	 11.421124269685334 	 11.421124269685334 	 0.011914123361296332 	 0.017177788317660973 	 0.011914123361296332 	 0.017177788317660973 	 27 	 6
59 	 10145 	 10085.091375910977 	 3117.7611465155956 	 314.66631261089026 	 0.0 	 9.70416677414374 	 9.908150385233494 	 25.040349538261395 	 25.040349538261395 	 0.010400790963765507 	 0.432985655640543 	 0.010400790963765507 	 0.432985655640543 	 38 	 5
60 	 675 	 654.1187376534098 	 388.5428179478926 	 73.25756760125972 	 0.0 	 5.050553304072141 	 5.303790866531737 	 5.829652001314583 	 5.829652001314583 	 0.02445713202952452 	 0.04723257136402497 	 0.02445713202952452 	 0.04723257136402497 	 8 	 3
62 	 3423 	 3383.570809439667 	 1509.1790331531115 	 195.3819937220705 	 0.0 	 6.725982938625397 	 7.724248301508828 	 15.54800504600859 	 15.54800504600859 	 0.06908300263810575 	 0.33618389365524703 	 0.06908300263810575 	 0.33618389365524703 	 42 	 8
63 	 2613 	 2569.987687900686 	 1205.5130759460299 	 159.69246846442348 	 0.0 	 6.395586425017947 	 7.548966382309982 	 12.707922865329806 	 12.707922865329806 	 0.08271186413994779 	 0.2546766396336454 	 0.08271186413994779 	 0.2546766396336454 	 29 	 6
65 	 5175 	 5165.772745464194 	 1459.4074266541684 	 136.1180825410514 	 0.0 	 10.618911452247211 	 10.72162786464488 	 10.831932840299475 	 10.831932840299475 	 0.004813206024102859 	 0.005117714755561982 	 0.004813206024102859 	 0.005117714755561982 	 29 	 7
66 	 667 	 648.6537198902671 	 383.34800910832223 	 71.92045922428035 	 0.0 	 5.076226075093384 	 5.330166314885041 	 5.72324829749166 	 5.72324829749166 	 0.024402331785625016 	 0.03556204090693187 	 0.024402331785625016 	 0.03556204090693187 	 22 	 3
67 	 2734 	 2721.238203352256 	 963.3852395524692 	 111.35168666902659 	 0.0 	 8.473987637436856 	 8.651734593082216 	 8.861085677497744 	 8.861085677497744 	 0.01037894654910398 	 0.0119541616473516 	 0.01037894654910398 	 0.0119541616473516 	 31 	 4
68 	 4134 	 4113.293583146833 	 1290.0914519156452 	 130.61412333863333 	 0.0 	 9.56512093085891 	 9.877120627843 	 10.393941683478994 	 10.393941683478994 	 0.01604751674553936 	 0.025495509199206286 	 0.01604751674553936 	 0.025495509199206286 	 31 	 5
69 	 2086 	 2080.6946536384476 	 796.2685540708591 	 100.54374482378992 	 0.0 	 7.839169246359397 	 7.919623000579265 	 8.001016992838165 	 8.001016992838165 	 0.005105324885255553 	 0.005112482431143061 	 0.005105324885255553 	 0.005112482431143061 	 20 	 3
70 	 224 	 211.50393080278192 	 181.22391040643413 	 49.35075573121377 	 0.0 	 3.5012586969639643 	 3.6721607951347366 	 3.927208359971678 	 3.927208359971678 	 0.02382435578443665 	 0.03356167592747638 	 0.02382435578443665 	 0.03356167592747638 	 2 	 0
71 	 4983 	 4951.868984830876 	 1609.894647954131 	 156.1684384513813 	 0.0 	 9.227688888444515 	 10.30870682910316 	 12.427489467239875 	 12.427489467239875 	 0.055333540346322437 	 0.09318984629269349 	 0.055333540346322437 	 0.09318984629269349 	 17 	 3
73 	 2814 	 2790.132138669328 	 1004.3458250859464 	 116.32483507633822 	 0.0 	 8.33417753819178 	 8.63397592119382 	 9.25683625337436 	 9.25683625337436 	 0.017668297479724426 	 0.03481453642814143 	 0.017668297479724426 	 0.03481453642814143 	 29 	 4
74 	 1956 	 1926.9573991012223 	 863.47499202944 	 115.00673899563323 	 0.0 	 6.694892441200624 	 7.5080382208057035 	 9.151945500017234 	 9.151945500017234 	 0.057251971368155186 	 0.09867400273367904 	 0.057251971368155186 	 0.09867400273367904 	 27 	 4
75 	 886 	 873.2898430641764 	 444.5329788505198 	 74.96326258838809 	 0.0 	 5.893532434797139 	 5.930011094786295 	 5.965386895618857 	 5.965386895618857 	 0.003085256116145138 	 0.0029739064519822187 	 0.003085256116145138 	 0.0029739064519822187 	 5 	 1
76 	 706 	 682.7609264806288 	 434.86170391431926 	 83.26370755539578 	 0.0 	 4.710193519007733 	 5.222704064973367 	 6.625915318799616 	 6.625915318799616 	 0.05159728484386731 	 0.11842824960247991 	 0.05159728484386731 	 0.11842824960247991 	 7 	 2
77 	 425 	 334.1026523959482 	 386.1397560272069 	 92.45683456728287 	 1.0 	 2.595712929173818 	 4.176432795200278 	 7.357481122006344 	 3.678740561003172 	 0.23341492199985925 	 0.2757995550894902 	 0.17260907798980332 	 0.06335852967574102 	 2 	 1
78 	 1806 	 1765.6956123106363 	 929.2091741207506 	 147.68370905662394 	 0.0 	 5.7006398391881925 	 6.291886762977216 	 11.752296155253505 	 11.752296155253505 	 0.04930128098963453 	 0.30261328080194927 	 0.04930128098963453 	 0.30261328080194927 	 42 	 13
79 	 3101 	 3079.0799461216293 	 1030.0785746654224 	 114.12787417653105 	 0.0 	 8.967509921624393 	 9.025652866118529 	 9.082007659882395 	 9.082007659882395 	 0.003231391011131394 	 0.003112207327000952 	 0.003231391011131394 	 0.003112207327000952 	 15 	 1
84 	 392 	 385.23724324219637 	 258.6744995237926 	 57.308126208185136 	 0.0 	 4.467822424917026 	 4.513749037686159 	 4.560435782683431 	 4.560435782683431 	 0.005113427306163381 	 0.005145007063606465 	 0.005113427306163381 	 0.005145007063606465 	 9 	 2
85 	 1634 	 1607.8335617350394 	 669.6841780937652 	 92.13725685168231 	 0.0 	 7.202649910193578 	 7.268332062151443 	 7.332049935436421 	 7.332049935436421 	 0.004538887000439056 	 0.0043641237123456765 	 0.004538887000439056 	 0.0043641237123456765 	 12 	 2
86 	 2392 	 2376.2986833546224 	 879.4773138094592 	 106.48130483129356 	 0.0 	 8.105832791962566 	 8.25945282322453 	 8.473513005387643 	 8.473513005387643 	 0.00938694471176252 	 0.012792722124435668 	 0.00938694471176252 	 0.012792722124435668 	 16 	 2
87 	 512 	 480.3887297225473 	 387.09105663690474 	 90.03332503147195 	 0.0 	 3.7230676463793118 	 4.299419759312384 	 7.164624360879017 	 7.164624360879017 	 0.0718420713909964 	 0.24992965584633464 	 0.0718420713909964 	 0.24992965584633464 	 7 	 1
88 	 10519 	 10473.446268788153 	 2932.6090847046494 	 240.37828496731575 	 0.0 	 10.714124487385908 	 12.199975073053693 	 19.12869613225027 	 19.12869613225027 	 0.06484438027986293 	 0.22116230253722155 	 0.06484438027986293 	 0.22116230253722155 	 78 	 16
89 	 2188 	 2059.512846478881 	 922.2963948026719 	 111.68868326576919 	 0.0 	 6.699081308626994 	 8.257742573685988 	 8.88790301458611 	 8.88790301458611 	 0.10421071193478255 	 0.03675338077273462 	 0.10421071193478255 	 0.03675338077273462 	 10 	 2
90 	 6383 	 6345.38687185545 	 2008.1500983227515 	 185.60980453427814 	 0.0 	 9.479451078614963 	 10.819202699779199 	 14.770358938975427 	 14.770358938975427 	 0.06600199381646997 	 0.1544049989981978 	 0.06600199381646997 	 0.1544049989981978 	 123 	 25
91 	 1658 	 1620.3001546793475 	 903.534444982963 	 140.60559916929063 	 0.0 	 5.379872888110756 	 6.426020374160903 	 11.189038067095149 	 11.189038067095149 	 0.08861231105598275 	 0.2703946574357556 	 0.08861231105598275 	 0.2703946574357556 	 34 	 6
92 	 12439 	 12410.020090113288 	 2726.3540706009962 	 193.229808512105 	 0.0 	 13.655621869441516 	 14.109386598239071 	 15.376739588700952 	 15.376739588700952 	 0.016343043054561024 	 0.04298133238754216 	 0.016343043054561024 	 0.04298133238754216 	 134 	 21
93 	 17638 	 17542.246083511327 	 4584.324209212064 	 357.04134043928354 	 0.0 	 11.479715624122331 	 12.839757445375287 	 28.412447109534103 	 28.412447109534103 	 0.055923983935275756 	 0.37749957443924104 	 0.055923983935275756 	 0.37749957443924104 	 143 	 27
94 	 798 	 723.2481793754764 	 485.7604935437802 	 91.0413497146897 	 0.0 	 4.466696174276009 	 5.335602943784146 	 7.244840416425391 	 7.244840416425391 	 0.08864316004265031 	 0.15176233603021808 	 0.08864316004265031 	 0.15176233603021808 	 6 	 1
95 	 449 	 435.74807325397944 	 291.077097948585 	 62.211818065893034 	 0.0 	 4.491058310581502 	 4.678807130186811 	 4.950659181960276 	 4.950659181960276 	 0.02047454467222565 	 0.028231268791141396 	 0.02047454467222565 	 0.028231268791141396 	 4 	 0
97 	 2587 	 2571.328331681635 	 934.0854718339234 	 110.3261970410413 	 0.0 	 8.258328844254223 	 8.466579079911945 	 8.77947980580608 	 8.77947980580608 	 0.012451502669071031 	 0.0181433177265362 	 0.012451502669071031 	 0.0181433177265362 	 36 	 6
98 	 18944 	 18840.747681929657 	 4887.8897789068205 	 409.0975854913288 	 0.0 	 11.56373109919639 	 11.947980022997285 	 32.55495146895211 	 32.55495146895211 	 0.016342873634500654 	 0.46304750620040924 	 0.016342873634500654 	 0.46304750620040924 	 91 	 19
99 	 3149 	 3103.825412974997 	 1323.6158252808398 	 165.0802600250193 	 0.0 	 7.034878294046778 	 8.018013935041262 	 13.136669694938616 	 13.136669694938616 	 0.06531207598063339 	 0.24196323846901335 	 0.06531207598063339 	 0.24196323846901335 	 72 	 11
100 	 67265 	 67171.43127435696 	 12012.88559332082 	 584.7785432945344 	 1.0 	 16.774844999365772 	 20.542623752305342 	 46.53519788970154 	 23.26759894485077 	 0.1009655498879689 	 0.38749878128300136 	 0.1009655498879689 	 0.06219952843842352 	 690 	 117
101 	 19316 	 19231.62587152822 	 4684.073539909311 	 326.8311327828632 	 0.0 	 12.317244194185239 	 14.331785041485839 	 26.008395169358142 	 26.008395169358142 	 0.07559528076932853 	 0.28945359358443007 	 0.07559528076932853 	 0.28945359358443007 	 133 	 27
103 	 11119 	 11082.960762576005 	 2898.2073660615683 	 224.64977142550686 	 0.0 	 11.472223374033648 	 12.90100295972304 	 17.87706079341692 	 17.87706079341692 	 0.05862086398100469 	 0.16167546709907066 	 0.05862086398100469 	 0.16167546709907066 	 69 	 11
104 	 714 	 689.5281084274998 	 387.97697240463486 	 70.95872622672022 	 0.0 	 5.331719334943157 	 5.467642854312374 	 5.646716017243519 	 5.646716017243519 	 0.01258625435347002 	 0.01611187518781967 	 0.01258625435347002 	 0.01611187518781967 	 9 	 1
105 	 6913 	 6858.706617474826 	 2121.704410502835 	 192.44499267231356 	 0.0 	 9.697920101673365 	 11.02499151077199 	 15.31428592854114 	 15.31428592854114 	 0.06403884907281268 	 0.16284783922610924 	 0.06403884907281268 	 0.16284783922610924 	 71 	 15
107 	 238 	 227.37451139765014 	 183.33202139333213 	 48.37959936914439 	 0.0 	 3.7207004483383694 	 3.7894489368231086 	 3.8499261922024353 	 3.8499261922024353 	 0.009154077363703592 	 0.00791651861021269 	 0.009154077363703592 	 0.00791651861021269 	 4 	 0
110 	 1435 	 1405.8991743073063 	 620.9012322096356 	 89.39931518380484 	 0.0 	 6.792863831035034 	 6.94525714132221 	 7.114171460266437 	 7.114171460266437 	 0.011092733176087853 	 0.012014308954571668 	 0.011092733176087853 	 0.012014308954571668 	 64 	 12
111 	 1272 	 1254.1845503962597 	 566.2931739920698 	 84.65655755377901 	 0.0 	 6.644179771168263 	 6.6893007506515465 	 6.73675479991373 	 6.73675479991373 	 0.003384036104409844 	 0.0035344743721238228 	 0.003384036104409844 	 0.0035344743721238228 	 21 	 2
112 	 2688 	 2685.248567343094 	 938.106742514868 	 108.8086148062133 	 0.0 	 8.587237823740091 	 8.621621956916037 	 8.658714448695418 	 8.658714448695418 	 0.0019980483084995563 	 0.0021465144490668622 	 0.0019980483084995563 	 0.0021465144490668622 	 12 	 3
113 	 556 	 536.1372709243393 	 332.3543355673469 	 66.30096252184208 	 0.0 	 4.83944886720786 	 5.012813131602073 	 5.276062958550831 	 5.276062958550831 	 0.01759639201790954 	 0.025585868139738305 	 0.01759639201790954 	 0.025585868139738305 	 7 	 3
114 	 617 	 601.5785579436399 	 347.00451611544366 	 66.27787473670634 	 0.0 	 5.200899671376348 	 5.235601133771175 	 5.274225690986133 	 5.274225690986133 	 0.00332500931516355 	 0.0036750897858727747 	 0.00332500931516355 	 0.0036750897858727747 	 5 	 1
117 	 25472 	 24966.230050516773 	 7176.511318040712 	 587.6136450102437 	 1.0 	 10.436643493234078 	 12.21297595619245 	 46.76080811581326 	 23.38040405790663 	 0.07842659197540502 	 0.5858167777980577 	 0.07842659197540502 	 0.3137501439113282 	 61 	 11
118 	 2686 	 2669.522335529467 	 987.0040996045955 	 120.84652148802553 	 0.0 	 8.114015949677128 	 8.167418370436057 	 9.616660625140105 	 9.616660625140105 	 0.0032799580005649694 	 0.08149099287427543 	 0.0032799580005649694 	 0.08149099287427543 	 17 	 3
119 	 3313 	 3272.434819309613 	 1124.6710472306545 	 122.6300203341314 	 0.0 	 8.729045245809948 	 9.171253859097883 	 9.758586953818327 	 9.758586953818327 	 0.02470397900595371 	 0.031026837495627266 	 0.02470397900595371 	 0.031026837495627266 	 21 	 5
121 	 26675 	 26539.231366330787 	 7151.569241141572 	 549.9321675584877 	 0.0 	 11.132898447094298 	 13.004457027658727 	 43.76221141608688 	 43.76221141608688 	 0.07753784719796768 	 0.5418277174202736 	 0.07753784719796768 	 0.5418277174202736 	 360 	 66
122 	 2861 	 2841.930387440077 	 978.9807306399248 	 111.45658852430932 	 0.0 	 8.708844715204174 	 8.783516018224471 	 8.869433501901623 	 8.869433501901623 	 0.00426879505620972 	 0.004867032762949758 	 0.00426879505620972 	 0.004867032762949758 	 28 	 2
123 	 16833 	 16757.683051824486 	 4623.62880871026 	 360.27796327425835 	 0.0 	 10.873072046952855 	 12.833504349502954 	 28.670009371089275 	 28.670009371089275 	 0.08269571572735357 	 0.38157022386586364 	 0.08269571572735357 	 0.38157022386586364 	 83 	 14
124 	 5118 	 4962.797991075046 	 1596.3654666208486 	 148.99205437573642 	 0.0 	 9.326432001025783 	 10.714433553584312 	 11.856410967657453 	 11.856410967657453 	 0.06925856314819902 	 0.050595245250943464 	 0.06925856314819902 	 0.050595245250943464 	 13 	 0
125 	 7490 	 7457.811557858149 	 2033.3195998823037 	 175.5238366633032 	 0.0 	 11.003402846689477 	 11.584293270564146 	 13.967743117709578 	 13.967743117709578 	 0.02571711700295788 	 0.09327827383023134 	 0.02571711700295788 	 0.09327827383023134 	 33 	 9
126 	 2810 	 2797.5962424628424 	 992.9645834706525 	 114.24598115399169 	 0.0 	 8.452253853862231 	 8.69146182159563 	 9.091406314520647 	 9.091406314520647 	 0.013953099331659863 	 0.022490437980178624 	 0.013953099331659863 	 0.022490437980178624 	 32 	 3
