#NN 	 Count 	 V 	 A 	 C 	 G 	 T 	 B 	 L 	 L1 	 P 	 F 	 P1 	 F1 	 Ngal 	 Ngroup 
250 	 13640 	 13586.978959137658 	 3235.6066504441656 	 228.75658333077712 	 0.0 	 12.597618091747197 	 14.144321458786381 	 18.203870500953123 	 18.203870500953123 	 0.05783811470055928 	 0.12549539236131801 	 0.05783811470055928 	 0.12549539236131801 	 363 	 53
255 	 3063 	 3026.9621821652736 	 1101.1072660720306 	 124.11305193944645 	 0.0 	 8.247049879972169 	 8.871808797428091 	 9.876602859192026 	 9.876602859192026 	 0.03649536042263777 	 0.05359355662585631 	 0.03649536042263777 	 0.05359355662585631 	 15 	 3
256 	 7284 	 7019.865394511265 	 2233.184999889466 	 185.55315165008093 	 0.0 	 9.430296273965732 	 12.035284661188841 	 14.76585064569523 	 14.76585064569523 	 0.12135652862564145 	 0.10188247450118361 	 0.12135652862564145 	 0.10188247450118361 	 14 	 1
260 	 9791 	 9715.011893238061 	 2735.2434062320144 	 213.8625236906895 	 0.0 	 10.655371881460258 	 12.789727526960316 	 17.018638893740402 	 17.018638893740402 	 0.09103632312744556 	 0.14186994708449624 	 0.09103632312744556 	 0.14186994708449624 	 160 	 31
262 	 3052 	 3037.1148252099997 	 1112.8174266834214 	 127.17177328492791 	 0.0 	 8.187636405717457 	 8.750506483778896 	 10.12000817002906 	 10.12000817002906 	 0.03323092039862789 	 0.07257362670677382 	 0.03323092039862789 	 0.07257362670677382 	 45 	 9
263 	 1054 	 1034.1652621906742 	 529.3563090230623 	 85.6152805297525 	 0.0 	 5.860883744443777 	 6.182965304179593 	 6.813047550254707 	 6.813047550254707 	 0.02674241087176613 	 0.048482734907431775 	 0.02674241087176613 	 0.048482734907431775 	 6 	 0
267 	 593 	 577.5161497320387 	 337.04637396151145 	 65.2409107771139 	 0.0 	 5.140385961826019 	 5.1661813108799395 	 5.191706720997492 	 5.191706720997492 	 0.002502807032777263 	 0.0024643450517128 	 0.002502807032777263 	 0.0024643450517128 	 15 	 3
269 	 16520 	 16396.634934902737 	 3859.911080451818 	 269.5020147494105 	 0.0 	 12.743792222008993 	 14.322383022037357 	 21.446288910296783 	 21.446288910296783 	 0.05832337911783826 	 0.19916607196756336 	 0.05832337911783826 	 0.19916607196756336 	 507 	 80
270 	 884 	 842.5695758511831 	 443.53389181873234 	 75.27843773644655 	 0.0 	 5.699020467609717 	 5.891911484289379 	 5.990467736995469 	 5.990467736995469 	 0.0166415450871539 	 0.008294319754544343 	 0.0166415450871539 	 0.008294319754544343 	 9 	 1
271 	 3857 	 3809.6515722582967 	 1280.5003318520976 	 132.52998644493542 	 0.0 	 8.925382081115286 	 9.661966821253165 	 10.54640122530668 	 10.54640122530668 	 0.03962828394769203 	 0.04376575100056512 	 0.03962828394769203 	 0.04376575100056512 	 14 	 3
272 	 1036 	 1021.2815842368491 	 494.3806675024894 	 79.13044256420704 	 0.0 	 6.197339325966098 	 6.247667161741768 	 6.297000541571433 	 6.297000541571433 	 0.004044018444295698 	 0.003932617507009365 	 0.004044018444295698 	 0.003932617507009365 	 11 	 3
273 	 2268 	 2146.006706247054 	 933.5378399226727 	 113.25030008292708 	 0.0 	 6.89636760656048 	 8.243137892253648 	 9.012172532419164 	 9.012172532419164 	 0.088957349749545 	 0.044567997980836015 	 0.088957349749545 	 0.044567997980836015 	 7 	 3
274 	 26836 	 26796.836865451543 	 6205.618963462636 	 393.13578046220016 	 0.0 	 12.954470951193887 	 15.784925391850217 	 31.284751383424663 	 31.284751383424663 	 0.09848691346439485 	 0.3292953564473235 	 0.09848691346439485 	 0.3292953564473235 	 205 	 42
275 	 9054 	 9014.353738228965 	 2256.442227617255 	 182.15438010707328 	 0.0 	 11.984823224675987 	 12.387526593051904 	 14.495384999940361 	 14.495384999940361 	 0.016522960296712953 	 0.07840885834099628 	 0.016522960296712953 	 0.07840885834099628 	 32 	 5
276 	 40570 	 40490.80808794253 	 8976.561887926291 	 556.1983213033172 	 0.0 	 13.532176993867903 	 16.13913876419453 	 44.26085608741859 	 44.26085608741859 	 0.087861347018905 	 0.465591386097163 	 0.087861347018905 	 0.465591386097163 	 805 	 140
279 	 14807 	 14774.264577545408 	 3475.790893128954 	 241.54094456834076 	 0.0 	 12.751858525279765 	 14.390069142689494 	 19.221217643568462 	 19.221217643568462 	 0.06035719487024553 	 0.14373589834871162 	 0.06035719487024553 	 0.14373589834871162 	 72 	 13
280 	 5911 	 5889.625719656467 	 1937.1023598868578 	 198.69780864763936 	 0.0 	 9.121292464896591 	 9.748987032474108 	 15.811869213899676 	 15.811869213899676 	 0.03326366033237492 	 0.23719401740642723 	 0.03326366033237492 	 0.23719401740642723 	 15 	 2
281 	 9598 	 9584.741694845445 	 2427.1116253287755 	 193.5240952616797 	 0.0 	 11.84709627050684 	 12.541650806050173 	 15.400158184141581 	 15.400158184141581 	 0.028478483677866057 	 0.10230215871473508 	 0.028478483677866057 	 0.10230215871473508 	 29 	 7
284 	 696 	 678.0444370870002 	 378.79509679028854 	 69.57165470187095 	 0.0 	 5.370009613369292 	 5.444675686003222 	 5.536336372442633 	 5.536336372442633 	 0.006904137343530727 	 0.008347198414094358 	 0.006904137343530727 	 0.008347198414094358 	 4 	 1
285 	 7338 	 7328.684405023508 	 1913.2202661903393 	 159.54152227594523 	 0.0 	 11.491647670474347 	 11.991989539132058 	 12.695910949311207 	 12.695910949311207 	 0.021305978464572675 	 0.028512809767224378 	 0.021305978464572675 	 0.028512809767224378 	 154 	 23
287 	 16221 	 16166.00954154631 	 4136.308495057392 	 299.4954884604321 	 0.0 	 11.724954432821145 	 13.81092088004478 	 23.833093711099735 	 23.833093711099735 	 0.0816876814155122 	 0.2662354942719792 	 0.0816876814155122 	 0.2662354942719792 	 232 	 41
290 	 9925 	 9888.409102673166 	 2703.232860743334 	 223.12428929211163 	 0.0 	 10.97398146449809 	 12.115367938289742 	 17.755666782352808 	 17.755666782352808 	 0.049433461891041405 	 0.1888216761425176 	 0.049433461891041405 	 0.1888216761425176 	 55 	 11
291 	 7293 	 7256.468906080464 	 2021.9625602270767 	 172.23507236965088 	 0.0 	 10.766473695633898 	 11.739551836965823 	 13.706031570710131 	 13.706031570710131 	 0.04323633863839852 	 0.07728177036613341 	 0.04323633863839852 	 0.07728177036613341 	 187 	 23
292 	 15425 	 15376.671030154846 	 4043.664254629007 	 305.2641948699347 	 0.0 	 11.407973111926134 	 13.24644135337231 	 24.292152781258856 	 24.292152781258856 	 0.07456953577355709 	 0.294249469979387 	 0.07456953577355709 	 0.294249469979387 	 163 	 35
293 	 606 	 595.3763530773438 	 348.50208433773156 	 66.85659490559382 	 0.0 	 5.1251603347689105 	 5.212680735981855 	 5.320278778758842 	 5.320278778758842 	 0.008466023090698205 	 0.0102153665953435 	 0.008466023090698205 	 0.0102153665953435 	 5 	 1
294 	 227 	 199.46290836850932 	 187.32749010973785 	 50.35224675016191 	 0.0 	 3.1943455002519245 	 3.7203402469649576 	 4.006904483035545 	 4.006904483035545 	 0.07606921933144144 	 0.03708491785668721 	 0.07606921933144144 	 0.03708491785668721 	 4 	 0
295 	 3922 	 3883.474062756193 	 1371.9264627743116 	 145.6590683414928 	 0.0 	 8.492016521577314 	 9.418750774636813 	 11.59118036635439 	 11.59118036635439 	 0.051741739353365734 	 0.10340012906939432 	 0.051741739353365734 	 0.10340012906939432 	 17 	 3
296 	 26823 	 26490.15171326521 	 6743.022140237066 	 464.8454657503997 	 8.0 	 11.785584191630976 	 14.505943667433241 	 36.99122682401522 	 4.110136313779469 	 0.10346905247898704 	 0.4366314292999039 	 0.48286253367621845 	 0.10346905247898704 	 63 	 11
297 	 16165 	 16095.227719462178 	 4505.615509393851 	 358.7228595831822 	 0.0 	 10.716778441860987 	 12.560157205005416 	 28.546258151361663 	 28.546258151361663 	 0.07919336080617592 	 0.38889552416007783 	 0.07919336080617592 	 0.38889552416007783 	 411 	 66
298 	 134509 	 134289.364454749 	 26061.092542062546 	 1359.3990470341548 	 0.0 	 15.45860338410674 	 19.171039290428283 	 108.17753898494884 	 108.17753898494884 	 0.10720399113593773 	 0.6989202463026631 	 0.10720399113593773 	 0.6989202463026631 	 409 	 72
299 	 688 	 666.2712427222992 	 375.25916629019014 	 69.34224790391475 	 0.0 	 5.32648875156644 	 5.411696009771334 	 5.518080759505826 	 5.518080759505826 	 0.007934977847622654 	 0.009733478732478026 	 0.007934977847622654 	 0.009733478732478026 	 8 	 1
301 	 380 	 358.0911011832171 	 259.6385146864924 	 59.39658244145696 	 0.0 	 4.137572982370554 	 4.371270265295143 	 4.726629849161576 	 4.726629849161576 	 0.027465223664650425 	 0.03905951696499284 	 0.027465223664650425 	 0.03905951696499284 	 16 	 4
304 	 12723 	 12674.230180336765 	 3453.7455806192997 	 282.8421770358149 	 0.0 	 11.009117392541794 	 12.210857718656184 	 22.507865295061457 	 22.507865295061457 	 0.051754591482522434 	 0.2965837070774995 	 0.051754591482522434 	 0.2965837070774995 	 131 	 23
306 	 4816 	 4777.017654644759 	 1584.913876304771 	 170.76031463137738 	 0.0 	 9.042165115840332 	 9.281511806335953 	 13.588674078755506 	 13.588674078755506 	 0.013062154037760345 	 0.18833088170163462 	 0.013062154037760345 	 0.18833088170163462 	 185 	 39
308 	 1002 	 990.4219744926626 	 496.8762536688414 	 80.58744651621988 	 0.0 	 5.979891173181884 	 6.165678094401897 	 6.412945232105067 	 6.412945232105067 	 0.015296682858322098 	 0.019657726548032002 	 0.015296682858322098 	 0.019657726548032002 	 60 	 9
309 	 997 	 973.5086502453835 	 487.4805523857276 	 79.49603980925555 	 0.0 	 5.991061461720083 	 6.132136312140814 	 6.3260938459365565 	 6.3260938459365565 	 0.011636768866784107 	 0.015568626629520832 	 0.011636768866784107 	 0.015568626629520832 	 17 	 4
310 	 680 	 670.6326604742918 	 375.3572749176724 	 69.09508818156249 	 0.0 	 5.359954677484665 	 5.432474070100886 	 5.498412413733034 	 5.498412413733034 	 0.006719469204968799 	 0.006032296074949297 	 0.006719469204968799 	 0.006032296074949297 	 36 	 8
315 	 3177 	 3157.093147834791 	 1128.3443015402302 	 125.69459521858306 	 0.0 	 8.393962224629254 	 8.97687207296414 	 10.002458074486203 	 10.002458074486203 	 0.03355681358469028 	 0.0540369967514285 	 0.03355681358469028 	 0.0540369967514285 	 27 	 5
317 	 675 	 652.5047082212944 	 377.66575217582914 	 70.19829436617074 	 0.0 	 5.183192051135542 	 5.379984735894523 	 5.586202772498011 	 5.586202772498011 	 0.018630066383118014 	 0.018804897914217352 	 0.018630066383118014 	 0.018804897914217352 	 57 	 9
318 	 3977 	 3952.8769861786122 	 1246.7574800048765 	 127.59811754855181 	 0.0 	 9.511577952184776 	 9.77097079453761 	 10.153935568536369 	 10.153935568536369 	 0.013452207265749765 	 0.01922040520644517 	 0.013452207265749765 	 0.01922040520644517 	 20 	 5
319 	 1802 	 1777.8266202109587 	 815.4246487856879 	 113.29419112572324 	 0.0 	 6.5407390720594165 	 7.197409158257781 	 9.015665270628398 	 9.015665270628398 	 0.0477990246712604 	 0.11214752145534496 	 0.0477990246712604 	 0.11214752145534496 	 17 	 3
320 	 860 	 836.7163519883304 	 475.66828260425797 	 82.8843151761354 	 0.0 	 5.277099919763541 	 5.738942061515826 	 6.595724232534273 	 6.595724232534273 	 0.041924508143409284 	 0.06946131744413185 	 0.041924508143409284 	 0.06946131744413185 	 9 	 3
321 	 3030 	 2998.224440869578 	 1219.2411920006048 	 143.96444770069934 	 0.0 	 7.377271520698648 	 8.469043652606477 	 11.456326740530473 	 11.456326740530473 	 0.0688975398991836 	 0.14992359133022337 	 0.0688975398991836 	 0.14992359133022337 	 15 	 1
322 	 815 	 801.8121748444056 	 424.957004575993 	 73.79753191135538 	 0.0 	 5.660423286664674 	 5.75841757264248 	 5.872620995837048 	 5.872620995837048 	 0.008581806786275825 	 0.009818850012591557 	 0.008581806786275825 	 0.009818850012591557 	 47 	 9
323 	 1992 	 1974.520981117779 	 812.0314354598421 	 106.66608421799938 	 0.0 	 7.294745849338832 	 7.612836276995493 	 8.488217281775503 	 8.488217281775503 	 0.021337492891939362 	 0.054367933227770004 	 0.021337492891939362 	 0.054367933227770004 	 24 	 5
325 	 26187 	 26003.74131530669 	 5661.832603507815 	 353.47358989930814 	 0.0 	 13.77844055254969 	 16.0176962729257 	 28.12853454245617 	 28.12853454245617 	 0.07515255193960146 	 0.2743345931429029 	 0.07515255193960146 	 0.2743345931429029 	 67 	 9
326 	 1140 	 1021.1937071620519 	 647.5387889310795 	 95.30933478876618 	 0.0 	 4.731115994677852 	 6.794075211690627 	 7.584475877216241 	 7.584475877216241 	 0.17899566090260133 	 0.05497081455831893 	 0.17899566090260133 	 0.05497081455831893 	 6 	 1
327 	 483 	 448.2483770659827 	 299.3809642826728 	 62.74733515109344 	 0.0 	 4.491752287657982 	 4.771214005531449 	 4.99327427757018 	 4.99327427757018 	 0.03016978676462855 	 0.022741618976903005 	 0.03016978676462855 	 0.022741618976903005 	 10 	 4
328 	 4458 	 4430.582380866832 	 1322.220303921918 	 129.8643712071934 	 0.0 	 10.052596457016305 	 10.181547807384126 	 10.334278304572818 	 10.334278304572818 	 0.0063729579409342926 	 0.00744452094471976 	 0.0063729579409342926 	 0.00744452094471976 	 71 	 13
329 	 967 	 940.3646032912701 	 564.4435540308656 	 100.13454046820645 	 0.0 	 4.998008728645245 	 5.636851693647919 	 7.968453544875245 	 7.968453544875245 	 0.06007064875656561 	 0.1713744609437677 	 0.06007064875656561 	 0.1713744609437677 	 13 	 4
332 	 2402 	 2376.8642618840863 	 870.1853539689889 	 105.22904073247716 	 0.0 	 8.194337853572257 	 8.269441096410384 	 8.37386099469607 	 8.37386099469607 	 0.00456172565644208 	 0.0062739892428849125 	 0.00456172565644208 	 0.0062739892428849125 	 30 	 7
334 	 2468 	 2344.2381524271495 	 1006.3275775632109 	 118.7650281115562 	 0.0 	 6.988494218066582 	 8.473265182221533 	 9.451020645201039 	 9.451020645201039 	 0.09602859064844096 	 0.05454920058703963 	 0.09602859064844096 	 0.05454920058703963 	 8 	 2
335 	 20230 	 20215.121238654454 	 3900.4069294354204 	 234.77866939406613 	 0.0 	 15.548470919351411 	 16.61312307247449 	 18.683092883301754 	 18.683092883301754 	 0.03310321476583742 	 0.05864565803373355 	 0.03310321476583742 	 0.05864565803373355 	 50 	 5
336 	 26462 	 26391.650662237123 	 6103.701977768846 	 400.79974012004567 	 0.0 	 12.9716280832658 	 15.228807224128172 	 31.894629915026155 	 31.894629915026155 	 0.080040577964786 	 0.35366313882589306 	 0.080040577964786 	 0.35366313882589306 	 71 	 9
337 	 5191 	 5151.566768686247 	 1485.092096479685 	 137.86889826157253 	 0.0 	 10.406560201009157 	 10.77177024844346 	 10.971258328481442 	 10.971258328481442 	 0.017244515487468103 	 0.009174806505552392 	 0.017244515487468103 	 0.009174806505552392 	 14 	 3
338 	 1727 	 1710.73962900271 	 694.3815697473174 	 93.5947041221033 	 0.0 	 7.39106438103725 	 7.419026282100639 	 7.448029904128066 	 7.448029904128066 	 0.0018880303773552427 	 0.0019508651655122072 	 0.0018880303773552427 	 0.0019508651655122072 	 19 	 3
339 	 522 	 499.2101596690142 	 320.13954224907684 	 65.59295123285537 	 0.0 	 4.678055289533235 	 4.880700383682685 	 5.219721210347282 	 5.219721210347282 	 0.021199944959077732 	 0.03356501741125154 	 0.021199944959077732 	 0.03356501741125154 	 54 	 5
341 	 53375 	 53310.92056389508 	 10614.661795024536 	 585.3913747395969 	 0.0 	 15.067155673923716 	 18.132590012530194 	 46.583965466583464 	 46.583965466583464 	 0.09233306687217276 	 0.439630558879722 	 0.09233306687217276 	 0.439630558879722 	 147 	 23
342 	 858 	 833.0171314826085 	 548.7468635759946 	 105.14863083941931 	 0.0 	 4.554106019235112 	 5.21877326594988 	 8.367462178719245 	 8.367462178719245 	 0.06801140455324736 	 0.23175580355519504 	 0.06801140455324736 	 0.23175580355519504 	 10 	 2
344 	 2165 	 2139.430526895974 	 884.9632802010037 	 113.265099443153 	 0.0 	 7.252607790947122 	 7.8132035777283795 	 9.013350228086441 	 9.013350228086441 	 0.037209797272972335 	 0.0713245661713168 	 0.037209797272972335 	 0.0713245661713168 	 11 	 3
345 	 459 	 442.14339283790355 	 291.65549333578326 	 61.67813959592523 	 0.0 	 4.547934836895358 	 4.728668783567712 	 4.908190398701729 	 4.908190398701729 	 0.019482771288586324 	 0.018628643600428776 	 0.019482771288586324 	 0.018628643600428776 	 11 	 2
346 	 810 	 791.566885052642 	 440.39159682817547 	 77.3852217699102 	 0.0 	 5.3922478817969965 	 5.690900494381132 	 6.158120283471879 	 6.158120283471879 	 0.026946550063883686 	 0.039431088682368366 	 0.026946550063883686 	 0.039431088682368366 	 6 	 2
347 	 17600 	 17558.618626954078 	 3706.374103897516 	 237.1081377808871 	 0.0 	 14.21223395271131 	 15.631576961405669 	 18.868466087571182 	 18.868466087571182 	 0.047559040391284904 	 0.09382275615048857 	 0.047559040391284904 	 0.09382275615048857 	 215 	 40
348 	 627 	 612.26703872835 	 362.1675844607834 	 69.03900853426386 	 0.0 	 5.071688342621244 	 5.245839883129849 	 5.493949737195821 	 5.493949737195821 	 0.016879192060162966 	 0.023101928700391766 	 0.016879192060162966 	 0.023101928700391766 	 13 	 4
350 	 4633 	 4605.158427007657 	 1366.4654277655943 	 133.2504131786474 	 0.0 	 10.110373083945232 	 10.254868222686776 	 10.603730963209584 	 10.603730963209584 	 0.007095184219324144 	 0.016725127963468093 	 0.007095184219324144 	 0.016725127963468093 	 191 	 25
351 	 1868 	 1829.6700777930914 	 809.6239173243013 	 110.04652615855085 	 0.0 	 6.779703657371832 	 7.357105631465603 	 8.757224304112466 	 8.757224304112466 	 0.04084386811030218 	 0.08688655862479311 	 0.04084386811030218 	 0.08688655862479311 	 59 	 10
352 	 19727 	 19670.641588693477 	 4267.942630728532 	 280.46594032961843 	 0.0 	 13.826784910650773 	 15.217329511428803 	 22.31877038618767 	 22.31877038618767 	 0.047876983975828395 	 0.1891896306256848 	 0.047876983975828395 	 0.1891896306256848 	 515 	 76
353 	 7401 	 7342.515625968981 	 2529.667485947407 	 255.07850228185288 	 0.0 	 8.707684705706379 	 9.917211616493702 	 20.298502257317097 	 20.298502257317097 	 0.06494140369230506 	 0.34357257565313676 	 0.06494140369230506 	 0.34357257565313676 	 60 	 10
354 	 707 	 681.6101224594069 	 395.61787627792097 	 72.35800318242494 	 0.0 	 5.1687006325814515 	 5.467506825478743 	 5.7580669393710116 	 5.7580669393710116 	 0.0280933024365611 	 0.025883765051020278 	 0.0280933024365611 	 0.025883765051020278 	 3 	 0
355 	 333 	 325.18248351257125 	 239.2632506689936 	 56.377568667867855 	 0.0 	 4.077297486388018 	 4.243944113279235 	 4.486384366496965 	 4.486384366496965 	 0.020026654063004377 	 0.02776988904590969 	 0.020026654063004377 	 0.02776988904590969 	 32 	 6
356 	 6487 	 6431.017755872839 	 1753.7702708093807 	 155.07262599973964 	 0.0 	 11.000901080798114 	 11.30934785880472 	 12.340287483049666 	 12.340287483049666 	 0.013825340041772641 	 0.04359219959812323 	 0.013825340041772641 	 0.04359219959812323 	 56 	 8
357 	 1702 	 1682.337256883957 	 692.8872991138975 	 93.96956612409417 	 0.0 	 7.2840298517612725 	 7.3735287678021795 	 7.477860474425152 	 7.477860474425152 	 0.00610599066078117 	 0.007025046944855756 	 0.00610599066078117 	 0.007025046944855756 	 34 	 9
359 	 10891 	 10815.828274821582 	 3338.7224337699276 	 303.44362212729976 	 0.0 	 9.718533201883027 	 11.002776760848434 	 24.147276205634494 	 24.147276205634494 	 0.06197694843015223 	 0.3739539015010845 	 0.06197694843015223 	 0.3739539015010845 	 81 	 14
360 	 1237 	 1209.7118966953374 	 563.2514526772914 	 85.39223021090885 	 0.0 	 6.443189223633099 	 6.596050381704822 	 6.795297769853612 	 6.795297769853612 	 0.011723165053976465 	 0.014878814731256287 	 0.011723165053976465 	 0.014878814731256287 	 14 	 2
362 	 825 	 799.8507898644506 	 419.1813999091331 	 72.78796807604066 	 0.0 	 5.724377012227899 	 5.758938063379097 	 5.792282458458473 	 5.792282458458473 	 0.0030096754224407754 	 0.0028866555717067624 	 0.0030096754224407754 	 0.0028866555717067624 	 58 	 9
363 	 40038 	 40006.350879044985 	 7113.378603602673 	 356.49380910097926 	 0.0 	 16.872299272296512 	 19.953722679059936 	 28.36887595003968 	 28.36887595003968 	 0.08367516347091958 	 0.17414529660481012 	 0.08367516347091958 	 0.17414529660481012 	 180 	 35
365 	 4253 	 4236.119242837192 	 1359.6503931315947 	 137.98762419493136 	 0.0 	 9.346783403078522 	 9.853422733120281 	 10.980706238065071 	 10.980706238065071 	 0.02638718180668773 	 0.05410754183694841 	 0.02638718180668773 	 0.05410754183694841 	 106 	 20
366 	 7325 	 7295.377176162021 	 1877.6760110246228 	 156.4997504559069 	 0.0 	 11.655968015772375 	 11.997948914005773 	 12.453854438852844 	 12.453854438852844 	 0.014457685771394384 	 0.01864506753420177 	 0.014457685771394384 	 0.01864506753420177 	 104 	 16
367 	 499 	 490.15185337913164 	 308.808576760895 	 63.32488076039584 	 0.0 	 4.761705699890397 	 4.876575732204579 	 5.039233896860929 	 5.039233896860929 	 0.011918103151840963 	 0.01640392169082815 	 0.011918103151840963 	 0.01640392169082815 	 35 	 7
368 	 1358 	 1334.6848266895295 	 636.5457228035606 	 94.1307541051822 	 0.0 	 6.290285735380314 	 6.762356563002577 	 7.490687406403734 	 7.490687406403734 	 0.03616668693056487 	 0.05110002080709887 	 0.03616668693056487 	 0.05110002080709887 	 31 	 7
369 	 1013 	 994.9515564106952 	 490.82697088654606 	 79.2763993692464 	 0.0 	 6.08127679666982 	 6.191337835620117 	 6.308615415071389 	 6.308615415071389 	 0.00896801881652182 	 0.009382241445165765 	 0.00896801881652182 	 0.009382241445165765 	 16 	 4
370 	 35623 	 35001.89809985331 	 10074.850825396894 	 839.9515424796052 	 3.0 	 10.42255573996782 	 11.99456196681908 	 66.84121997164564 	 16.71030499291141 	 0.07012526085703374 	 0.6957076679677907 	 0.07012526085703374 	 0.1642837443806291 	 106 	 17
371 	 1913 	 1803.5768820860746 	 807.1479740207402 	 103.57777742364814 	 0.0 	 6.703517595794883 	 7.792675167370969 	 8.242457635722861 	 8.242457635722861 	 0.07513404308085526 	 0.028049812488307607 	 0.07513404308085526 	 0.028049812488307607 	 9 	 2
372 	 20117 	 20115.739722983613 	 3724.2632846404526 	 221.96911022982704 	 0.0 	 16.203800471850066 	 16.77829532579712 	 17.66374055339338 	 17.66374055339338 	 0.01741838534069254 	 0.025708272028461508 	 0.01741838534069254 	 0.025708272028461508 	 85 	 14
374 	 1470 	 1446.3105296717788 	 626.7391307591492 	 89.43298046905925 	 0.0 	 6.923026465189315 	 7.0079195333983035 	 7.116850458545856 	 7.116850458545856 	 0.006093848057238584 	 0.007712049485384849 	 0.006093848057238584 	 0.007712049485384849 	 10 	 2
375 	 378 	 366.92289812795144 	 255.45403340492462 	 57.64232164220401 	 0.0 	 4.309067583360513 	 4.43170965580763 	 4.587030210324853 	 4.587030210324853 	 0.014031025970728032 	 0.017221979658210193 	 0.014031025970728032 	 0.017221979658210193 	 26 	 5
376 	 525 	 506.98244766029177 	 315.81135309273185 	 63.90499732098833 	 0.0 	 4.815999577235841 	 4.941888214257227 	 5.085398105954811 	 5.085398105954811 	 0.0129012179389002 	 0.014311937159738889 	 0.0129012179389002 	 0.014311937159738889 	 7 	 2
377 	 1174 	 1160.538775817232 	 580.3206329588592 	 90.94818692415228 	 0.0 	 5.999470171687863 	 6.380782867533434 	 7.237426757112258 	 7.237426757112258 	 0.030800072877149833 	 0.06290429602643978 	 0.030800072877149833 	 0.06290429602643978 	 17 	 4
378 	 1164 	 1021.9888510209893 	 718.3196594436472 	 115.75002485092412 	 1.0 	 4.268248143782699 	 6.205784062411908 	 9.21109430901715 	 4.605547154508575 	 0.1849847203528075 	 0.19493636611771928 	 0.03801068194471714 	 0.14801478890951478 	 1 	 0
379 	 63807 	 63693.75685623615 	 13878.556350168703 	 843.3645994848458 	 1.0 	 13.768094155296328 	 16.456176081668794 	 67.11282241836487 	 33.556411209182436 	 0.08893786037834146 	 0.6061655308299005 	 0.08893786037834146 	 0.341918625966423 	 688 	 113
380 	 586 	 569.3311580190616 	 344.0809469565114 	 67.06834580281699 	 0.0 	 4.963929241548673 	 5.130303168175939 	 5.337129379757448 	 5.337129379757448 	 0.016482078069352146 	 0.019759020240578806 	 0.016482078069352146 	 0.019759020240578806 	 15 	 3
382 	 2401 	 2387.5610209340916 	 872.8323918453744 	 105.34023043521037 	 0.0 	 8.206252574630813 	 8.285840919839368 	 8.382709190101524 	 8.382709190101524 	 0.004825848533737725 	 0.005811439484732718 	 0.004825848533737725 	 0.005811439484732718 	 12 	 3
383 	 5150 	 5121.323423550348 	 1543.956534813806 	 146.83063779491533 	 0.0 	 9.95103807925776 	 10.515220515287256 	 11.684410901198223 	 11.684410901198223 	 0.0275664667004584 	 0.05266710802426769 	 0.0275664667004584 	 0.05266710802426769 	 225 	 35
384 	 1429 	 1404.0976219327165 	 641.6362600760723 	 92.85956627566907 	 0.0 	 6.564923349716459 	 6.909748621604244 	 7.389529493071097 	 7.389529493071097 	 0.02559062458972704 	 0.033552803688352235 	 0.02559062458972704 	 0.033552803688352235 	 8 	 0
385 	 11989 	 11943.586119007776 	 2605.242477376603 	 184.23253751029586 	 0.0 	 13.753329553072454 	 14.141055171815177 	 14.660759511563306 	 14.660759511563306 	 0.013899773110850876 	 0.018044152615427054 	 0.013899773110850876 	 0.018044152615427054 	 57 	 7
387 	 1478 	 1457.9333193368655 	 646.1747315794298 	 92.49116491304724 	 0.0 	 6.768757341098466 	 6.986340070285755 	 7.36021304411957 	 7.36021304411957 	 0.015818334300359806 	 0.026060125442843154 	 0.015818334300359806 	 0.026060125442843154 	 14 	 3
388 	 68890 	 68850.57697745693 	 11954.945380824938 	 594.0904508419727 	 0.0 	 17.277513560510968 	 20.123106445965984 	 47.276215947596306 	 47.276215947596306 	 0.07608410996828989 	 0.40286917638542724 	 0.07608410996828989 	 0.40286917638542724 	 230 	 40
389 	 2753 	 2744.6394342403 	 973.1443938685196 	 112.48555319913008 	 0.0 	 8.46114754870938 	 8.65128335321238 	 8.951315909033957 	 8.951315909033957 	 0.01111097573411656 	 0.017044787042620475 	 0.01111097573411656 	 0.017044787042620475 	 7 	 1
390 	 4253 	 4228.435703607801 	 1353.4121003831008 	 136.629514742786 	 0.0 	 9.372834118471872 	 9.905708169504866 	 10.872631321780691 	 10.872631321780691 	 0.027640785442856163 	 0.04653515035122769 	 0.027640785442856163 	 0.04653515035122769 	 166 	 26
392 	 217 	 205.07425388556697 	 176.10697706147852 	 48.4368372252911 	 0.0 	 3.493460463192938 	 3.6358066948583705 	 3.8544810360713013 	 3.8544810360713013 	 0.019966460578585043 	 0.029194384657609092 	 0.019966460578585043 	 0.029194384657609092 	 4 	 2
393 	 230 	 211.6893942019221 	 229.7526478805034 	 68.63944191223136 	 0.0 	 2.764138687690213 	 3.3472394512514545 	 5.4621532357003195 	 5.4621532357003195 	 0.09541231949725489 	 0.24007486776942252 	 0.09541231949725489 	 0.24007486776942252 	 12 	 3
394 	 17360 	 17337.36899593141 	 4370.349500018604 	 291.9566041722985 	 0.0 	 11.901132160613889 	 14.96917499917021 	 23.23316836117259 	 23.23316836117259 	 0.11417967127477277 	 0.2163216346194378 	 0.11417967127477277 	 0.2163216346194378 	 93 	 15
